"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.89573459715641,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.38501291989665,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-0.474881279680086,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.07985936715219,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.10559006211179,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.265060240963839,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.576784426820454,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.19071791153009,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.17685640665259,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.40757238307352,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.94766314882615,,
"PIEAMP01","Producer prices - Manufacturing ","AUS","Australia","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.73927885641138,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.34215804251904,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-3.48870735223451,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.49372634933281,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.93681318681317,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.10101844205892,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.426535983301564,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.46701608530635,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.811359026369171,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.222281497288179,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.11887364106221,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.86277220877981,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.116482236458946,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.433152852977916,,
"PIEAMP01","Producer prices - Manufacturing ","CAN","Canada","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,13.8793608299172,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.04310448879028,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.35831002157586,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.0214910030951736,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.497365835264759,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.46480344903565,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.913785484225364,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.194570633157341,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.917178328674775,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.326243125442526,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.0531436387949546,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.99941469770782,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.29612893750882,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.19161686646358,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.0369555703061753,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4445.875,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4420.7,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4488.725,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4509.275,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4523.9,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4530.3,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4543.55,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4551.625,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4586.425,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4637.775,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4755.15,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4832.025,,
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2020","2020","PER","Persons","3","Thousands",,,4802.175,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","BEL","Belgium","ST","Level, ratio or index","A","Annual","2021","2021","PER","Persons","3","Thousands",,,4853.7,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2008","2008","USD","US Dollar","9","Billions",,,190.210651042376,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2009","2009","USD","US Dollar","9","Billions",,,158.354238048178,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2010","2010","USD","US Dollar","9","Billions",,,193.275823391334,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2011","2011","USD","US Dollar","9","Billions",,,234.697840518055,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2012","2012","USD","US Dollar","9","Billions",,,249.943130034916,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2013","2013","USD","US Dollar","9","Billions",,,232.578285647493,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2014","2014","USD","US Dollar","9","Billions",,,228.283773964644,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2015","2015","USD","US Dollar","9","Billions",,,200.804115825128,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2016","2016","USD","US Dollar","9","Billions",,,189.070459904288,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2017","2017","USD","US Dollar","9","Billions",,,221.773572936876,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2018","2018","USD","US Dollar","9","Billions",,,226.95818371699,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2019","2019","USD","US Dollar","9","Billions",,,213.768104018147,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2020","2020","USD","US Dollar","9","Billions",,,201.763641051842,,
"XTIMVA01","Imports in goods, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2021","2021","USD","US Dollar","9","Billions",,,247.437567660078,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.6824096794899,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.67450859283936,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.00788267496075,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.0128911333918075,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.877574488382366,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.660639398805649,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.726050889251277,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.761820368925083,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.224233896689311,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.343181051921511,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.11938485654184,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.87450558999027,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.58110680431311,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","DNK","Denmark","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.518422689581661,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.73739010277569,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.556012372017519,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.80264241052765,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.84906395656697,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.24329390609092,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.60430234480011,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.74088765942058,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.683696704602359,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.19701670637085,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.28148758254792,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.60716347430176,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.06868857574667,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.36873747564831,,
"CPALTT01","Consumer prices: all items","OECD","OECD - Total","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.98631298962859,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2008","2008","PER","Persons","3","Thousands",,,29627.75,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2009","2009","PER","Persons","3","Thousands",,,29154.25,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2010","2010","PER","Persons","3","Thousands",,,29227,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2011","2011","PER","Persons","3","Thousands",,,29374.5,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2012","2012","PER","Persons","3","Thousands",,,29694.25,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2013","2013","PER","Persons","3","Thousands",,,30041.75,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2014","2014","PER","Persons","3","Thousands",,,30752.5,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2015","2015","PER","Persons","3","Thousands",,,31285,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2016","2016","PER","Persons","3","Thousands",,,31745.5,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2017","2017","PER","Persons","3","Thousands",,,32060.5,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2018","2018","PER","Persons","3","Thousands",,,32443,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2019","2019","PER","Persons","3","Thousands",,,32794.5,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2020","2020","PER","Persons","3","Thousands",,,32508.75,,
"LFEMTTTT","Total employment: all persons, s.a.","GBR","United Kingdom","ST","Level, ratio or index","A","Annual","2021","2021","PER","Persons","3","Thousands",,,32407.25,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.00726597587112,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.495012406834031,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-5.47466215335085,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.274973290314068,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.5484217133236,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.65309832843832,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.28720202165267,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.794029412257121,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.31014893809081,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.129080735905611,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.75493541266736,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.12416848671917,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.58923580724829,,
"ULQEUL01","Unit labour cost: Total Economy, s.a.","JPN","Japan","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.297049384475303,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.41008018327604,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-1.54507222526969,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.66793574148015,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.68147617341456,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.45356371490278,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.598701408213218,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.00838222967310328,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.603571129180954,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.016665277893507,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.36678056504709,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.18391844117405,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.479401966360631,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.194080543425522,,
"PIEAMP01","Producer prices - Manufacturing ","DNK","Denmark","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.61707988980714,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,15.8908831313051,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-3.2977186320968,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.49745418788178,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.62487559045167,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.252919903663936,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.62975570081633,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,8.58306427942471,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.57352831859004,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.0287084461553757,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.3178597831444,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.459165971519877,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.33677480986152,,
"PIEAMP01","Producer prices - Manufacturing ","CHL","Chile","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,11.5427422539762,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2008","2008","PER","Persons","3","Thousands",,,10731.1701041667,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2009","2009","PER","Persons","3","Thousands",,,10805.5762366667,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2010","2010","PER","Persons","3","Thousands",,,11022.2433816667,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2011","2011","PER","Persons","3","Thousands",,,11213.8161706583,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2012","2012","PER","Persons","3","Thousands",,,11350.802387825,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2013","2013","PER","Persons","3","Thousands",,,11456.7091841083,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2014","2014","PER","Persons","3","Thousands",,,11540.1616745917,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2015","2015","PER","Persons","3","Thousands",,,11766.2681147167,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2016","2016","PER","Persons","3","Thousands",,,11973.0865490083,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2017","2017","PER","Persons","3","Thousands",,,12252.0113919667,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2018","2018","PER","Persons","3","Thousands",,,12584.0644265167,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2019","2019","PER","Persons","3","Thousands",,,12875.075024975,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2020","2020","PER","Persons","3","Thousands",,,12675.3952446083,,
"LFEMTTTT","Total employment: all persons, s.a.","AUS","Australia","ST","Level, ratio or index","A","Annual","2021","2021","PER","Persons","3","Thousands",,,13065.035642025,,
"PIEAMP01","Producer prices - Manufacturing ","AUT","Austria","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.49329062418837,,
"PIEAMP01","Producer prices - Manufacturing ","AUT","Austria","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-1.69777852859195,,
"PIEAMP01","Producer prices - Manufacturing ","AUT","Austria","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.08472246090395,,
